id,season,year,month,hour,weekday,holiday,working_day,weather_situation,temperature,feeling_temperature,humidity,windspeed,casual_users,registered_users,total_users,casual_users_fraction,registered_users_fraction,weekday_normalized,hour_normalized,weather_situation_normalized
1172,1,0,2,14,1,True,False,2,0.32,0.303,0.76,0.2537,15,101,116,0.1293,0.8707,0.1667,0.6087,0.3333
1173,1,0,2,15,1,True,False,2,0.3,0.2727,0.7,0.4478,11,76,87,0.1264,0.8736,0.1667,0.6522,0.3333
1174,1,0,2,16,1,True,False,3,0.28,0.2424,0.75,0.4179,8,48,56,0.1429,0.8571,0.1667,0.6957,0.6667
1175,1,0,2,17,1,True,False,2,0.28,0.2576,0.75,0.3881,18,62,80,0.225,0.775,0.1667,0.7391,0.3333
1176,1,0,2,18,1,True,False,2,0.24,0.2121,0.87,0.3582,2,64,66,0.0303,0.9697,0.1667,0.7826,0.3333
1177,1,0,2,19,1,True,False,2,0.24,0.2121,0.87,0.3582,0,49,49,0.0,1.0,0.1667,0.8261,0.3333
1178,1,0,2,20,1,True,False,3,0.24,0.2121,0.81,0.3881,0,29,29,0.0,1.0,0.1667,0.8696,0.6667
1179,1,0,2,21,1,True,False,3,0.22,0.197,0.75,0.4478,1,33,34,0.0294,0.9706,0.1667,0.913,0.6667
1180,1,0,2,22,1,True,False,3,0.2,0.1667,0.75,0.4179,0,11,11,0.0,1.0,0.1667,0.9565,0.6667
1181,1,0,2,23,1,True,False,3,0.2,0.1667,0.75,0.4179,0,2,2,0.0,1.0,0.1667,1.0,0.6667
1182,1,0,2,6,2,False,True,2,0.12,0.1212,0.8,0.2836,0,7,7,0.0,1.0,0.3333,0.2609,0.3333
1183,1,0,2,7,2,False,True,2,0.12,0.1212,0.8,0.2836,0,40,40,0.0,1.0,0.3333,0.3043,0.3333
1184,1,0,2,8,2,False,True,2,0.12,0.1212,0.8,0.2537,7,107,114,0.0614,0.9386,0.3333,0.3478,0.3333
1185,1,0,2,9,2,False,True,2,0.14,0.1212,0.74,0.2537,5,101,106,0.0472,0.9528,0.3333,0.3913,0.3333
1186,1,0,2,10,2,False,True,1,0.16,0.1818,0.69,0.0,0,44,44,0.0,1.0,0.3333,0.4348,0.0
1187,1,0,2,11,2,False,True,1,0.16,0.2273,0.64,0.0,7,43,50,0.14,0.86,0.3333,0.4783,0.0
1188,1,0,2,12,2,False,True,1,0.2,0.2273,0.59,0.1045,7,48,55,0.1273,0.8727,0.3333,0.5217,0.0
1189,1,0,2,13,2,False,True,1,0.22,0.2273,0.55,0.1642,3,52,55,0.0545,0.9455,0.3333,0.5652,0.0
1190,1,0,2,14,2,False,True,1,0.22,0.2273,0.55,0.194,9,49,58,0.1552,0.8448,0.3333,0.6087,0.0
1191,1,0,2,15,2,False,True,1,0.24,0.2273,0.48,0.194,2,67,69,0.029,0.971,0.3333,0.6522,0.0
1192,1,0,2,16,2,False,True,1,0.22,0.2273,0.51,0.1642,7,79,86,0.0814,0.9186,0.3333,0.6957,0.0
1193,1,0,2,17,2,False,True,1,0.22,0.2121,0.51,0.2239,8,188,196,0.0408,0.9592,0.3333,0.7391,0.0
1194,1,0,2,18,2,False,True,1,0.22,0.2273,0.47,0.1343,6,161,167,0.0359,0.9641,0.3333,0.7826,0.0
1195,1,0,2,19,2,False,True,1,0.2,0.1818,0.47,0.2836,4,114,118,0.0339,0.9661,0.3333,0.8261,0.0
1196,1,0,2,20,2,False,True,1,0.2,0.197,0.47,0.2239,3,102,105,0.0286,0.9714,0.3333,0.8696,0.0
1197,1,0,2,21,2,False,True,1,0.2,0.197,0.47,0.2537,2,80,82,0.0244,0.9756,0.3333,0.913,0.0
1198,1,0,2,22,2,False,True,1,0.16,0.1515,0.43,0.2537,1,76,77,0.013,0.987,0.3333,0.9565,0.0
1199,1,0,2,23,2,False,True,1,0.16,0.1515,0.43,0.2537,3,18,21,0.1429,0.8571,0.3333,1.0,0.0
1200,1,0,2,0,3,False,True,1,0.14,0.1364,0.5,0.194,0,6,6,0.0,1.0,0.5,0.0,0.0
1201,1,0,2,1,3,False,True,1,0.14,0.1515,0.46,0.1642,0,4,4,0.0,1.0,0.5,0.0435,0.0
1202,1,0,2,2,3,False,True,1,0.12,0.1515,0.5,0.1343,0,1,1,0.0,1.0,0.5,0.087,0.0
1203,1,0,2,3,3,False,True,1,0.12,0.1364,0.5,0.1642,0,2,2,0.0,1.0,0.5,0.1304,0.0
1204,1,0,2,5,3,False,True,1,0.12,0.1515,0.5,0.1045,0,8,8,0.0,1.0,0.5,0.2174,0.0
1205,1,0,2,6,3,False,True,1,0.12,0.1515,0.5,0.1045,0,36,36,0.0,1.0,0.5,0.2609,0.0
1206,1,0,2,7,3,False,True,1,0.12,0.1515,0.54,0.1343,2,94,96,0.0208,0.9792,0.5,0.3043,0.0
1207,1,0,2,8,3,False,True,1,0.14,0.1515,0.54,0.1642,8,227,235,0.034,0.966,0.5,0.3478,0.0
1208,1,0,2,9,3,False,True,1,0.18,0.2121,0.51,0.0896,9,130,139,0.0647,0.9353,0.5,0.3913,0.0
1209,1,0,2,10,3,False,True,1,0.2,0.2576,0.4,0.0,4,47,51,0.0784,0.9216,0.5,0.4348,0.0
1210,1,0,2,11,3,False,True,1,0.24,0.2576,0.41,0.1045,16,53,69,0.2319,0.7681,0.5,0.4783,0.0
1211,1,0,2,12,3,False,True,1,0.26,0.2879,0.35,0.0896,11,56,67,0.1642,0.8358,0.5,0.5217,0.0
1212,1,0,2,13,3,False,True,1,0.3,0.3182,0.28,0.0896,9,78,87,0.1034,0.8966,0.5,0.5652,0.0
1213,1,0,2,14,3,False,True,1,0.32,0.3333,0.29,0.1045,17,61,78,0.2179,0.7821,0.5,0.6087,0.0
1214,1,0,2,15,3,False,True,1,0.34,0.3485,0.25,0.0896,18,54,72,0.25,0.75,0.5,0.6522,0.0
1215,1,0,2,16,3,False,True,1,0.34,0.3636,0.25,0.0,15,79,94,0.1596,0.8404,0.5,0.6957,0.0
1216,1,0,2,17,3,False,True,1,0.34,0.3485,0.25,0.0896,15,207,222,0.0676,0.9324,0.5,0.7391,0.0
1217,1,0,2,18,3,False,True,1,0.32,0.3333,0.26,0.0896,3,206,209,0.0144,0.9856,0.5,0.7826,0.0
1218,1,0,2,19,3,False,True,1,0.3,0.3333,0.33,0.0,6,135,141,0.0426,0.9574,0.5,0.8261,0.0
1219,1,0,2,20,3,False,True,1,0.24,0.2424,0.6,0.1642,2,107,109,0.0183,0.9817,0.5,0.8696,0.0
1220,1,0,2,21,3,False,True,1,0.24,0.2879,0.48,0.0,2,89,91,0.022,0.978,0.5,0.913,0.0
1221,1,0,2,22,3,False,True,1,0.24,0.2879,0.48,0.0,1,60,61,0.0164,0.9836,0.5,0.9565,0.0
1222,1,0,2,23,3,False,True,1,0.22,0.2576,0.55,0.0896,1,38,39,0.0256,0.9744,0.5,1.0,0.0
1223,1,0,2,0,4,False,True,1,0.22,0.2576,0.55,0.0896,0,11,11,0.0,1.0,0.6667,0.0,0.0
1224,1,0,2,1,4,False,True,1,0.22,0.2576,0.6,0.0896,0,7,7,0.0,1.0,0.6667,0.0435,0.0
1225,1,0,2,2,4,False,True,1,0.2,0.2273,0.64,0.0896,0,4,4,0.0,1.0,0.6667,0.087,0.0
1226,1,0,2,3,4,False,True,1,0.2,0.2121,0.64,0.1343,0,2,2,0.0,1.0,0.6667,0.1304,0.0
1227,1,0,2,5,4,False,True,1,0.2,0.2121,0.69,0.1343,1,3,4,0.25,0.75,0.6667,0.2174,0.0
1228,1,0,2,6,4,False,True,1,0.2,0.197,0.69,0.194,0,58,58,0.0,1.0,0.6667,0.2609,0.0
1229,1,0,2,7,4,False,True,1,0.2,0.197,0.72,0.194,0,104,104,0.0,1.0,0.6667,0.3043,0.0
1230,1,0,2,8,4,False,True,1,0.24,0.2273,0.7,0.2239,8,244,252,0.0317,0.9683,0.6667,0.3478,0.0
1231,1,0,2,9,4,False,True,2,0.24,0.2121,0.75,0.2985,4,133,137,0.0292,0.9708,0.6667,0.3913,0.3333
1232,1,0,2,10,4,False,True,2,0.26,0.2424,0.7,0.2836,8,49,57,0.1404,0.8596,0.6667,0.4348,0.3333
1233,1,0,2,11,4,False,True,2,0.32,0.2879,0.57,0.3881,8,71,79,0.1013,0.8987,0.6667,0.4783,0.3333
1234,1,0,2,12,4,False,True,2,0.36,0.3333,0.53,0.3582,10,85,95,0.1053,0.8947,0.6667,0.5217,0.3333
1235,1,0,2,13,4,False,True,2,0.38,0.3939,0.54,0.2985,16,72,88,0.1818,0.8182,0.6667,0.5652,0.3333
1236,1,0,2,14,4,False,True,2,0.4,0.4091,0.5,0.2985,2,67,69,0.029,0.971,0.6667,0.6087,0.3333
1237,1,0,2,15,4,False,True,3,0.4,0.4091,0.54,0.3881,5,58,63,0.0794,0.9206,0.6667,0.6522,0.6667
1238,1,0,2,16,4,False,True,3,0.38,0.3939,0.62,0.2836,4,67,71,0.0563,0.9437,0.6667,0.6957,0.6667
1239,1,0,2,17,4,False,True,3,0.36,0.3485,0.66,0.194,9,168,177,0.0508,0.9492,0.6667,0.7391,0.6667
1240,1,0,2,18,4,False,True,2,0.34,0.303,0.87,0.3284,5,132,137,0.0365,0.9635,0.6667,0.7826,0.3333
1241,1,0,2,19,4,False,True,3,0.34,0.303,0.93,0.2985,3,112,115,0.0261,0.9739,0.6667,0.8261,0.6667
1242,1,0,2,20,4,False,True,2,0.34,0.303,0.93,0.3582,2,87,89,0.0225,0.9775,0.6667,0.8696,0.3333
1243,1,0,2,21,4,False,True,2,0.34,0.303,0.87,0.3284,7,76,83,0.0843,0.9157,0.6667,0.913,0.3333
1244,1,0,2,22,4,False,True,3,0.34,0.3182,0.87,0.2836,5,50,55,0.0909,0.9091,0.6667,0.9565,0.6667
1245,1,0,2,23,4,False,True,2,0.32,0.303,0.93,0.2239,3,47,50,0.06,0.94,0.6667,1.0,0.3333
1246,1,0,2,0,5,False,True,3,0.32,0.3485,0.93,0.0,1,8,9,0.1111,0.8889,0.8333,0.0,0.6667
1247,1,0,2,1,5,False,True,2,0.32,0.3485,1.0,0.0,1,9,10,0.1,0.9,0.8333,0.0435,0.3333
1248,1,0,2,2,5,False,True,2,0.32,0.3485,1.0,0.0,0,3,3,0.0,1.0,0.8333,0.087,0.3333
1249,1,0,2,3,5,False,True,2,0.32,0.3333,0.93,0.1045,1,1,2,0.5,0.5,0.8333,0.1304,0.3333
1250,1,0,2,5,5,False,True,2,0.32,0.3333,0.93,0.1045,1,5,6,0.1667,0.8333,0.8333,0.2174,0.3333
1251,1,0,2,6,5,False,True,3,0.34,0.3485,0.93,0.0896,0,11,11,0.0,1.0,0.8333,0.2609,0.6667
1252,1,0,2,7,5,False,True,3,0.34,0.3333,1.0,0.1343,1,34,35,0.0286,0.9714,0.8333,0.3043,0.6667
1253,1,0,2,8,5,False,True,3,0.36,0.3485,0.93,0.1343,3,70,73,0.0411,0.9589,0.8333,0.3478,0.6667
1254,1,0,2,9,5,False,True,3,0.34,0.303,0.93,0.3582,3,111,114,0.0263,0.9737,0.8333,0.3913,0.6667
1255,1,0,2,10,5,False,True,3,0.42,0.4242,0.94,0.3284,7,42,49,0.1429,0.8571,0.8333,0.4348,0.6667
1256,1,0,2,11,5,False,True,1,0.52,0.5,0.77,0.4478,9,50,59,0.1525,0.8475,0.8333,0.4783,0.0
1257,1,0,2,12,5,False,True,3,0.54,0.5152,0.6,0.4627,20,95,115,0.1739,0.8261,0.8333,0.5217,0.6667
1258,1,0,2,13,5,False,True,3,0.54,0.5152,0.6,0.4627,6,77,83,0.0723,0.9277,0.8333,0.5652,0.6667
1259,1,0,2,14,5,False,True,3,0.56,0.5303,0.56,0.6119,14,71,85,0.1647,0.8353,0.8333,0.6087,0.6667
1260,1,0,2,15,5,False,True,1,0.46,0.4545,0.41,0.806,5,50,55,0.0909,0.9091,0.8333,0.6522,0.0
1261,1,0,2,16,5,False,True,1,0.32,0.2879,0.49,0.4627,11,91,102,0.1078,0.8922,0.8333,0.6957,0.0
1262,1,0,2,17,5,False,True,1,0.32,0.2727,0.49,0.7463,8,181,189,0.0423,0.9577,0.8333,0.7391,0.0
1263,1,0,2,18,5,False,True,1,0.32,0.2879,0.49,0.4925,7,150,157,0.0446,0.9554,0.8333,0.7826,0.0
1264,1,0,2,19,5,False,True,1,0.3,0.2727,0.52,0.4478,4,86,90,0.0444,0.9556,0.8333,0.8261,0.0
1265,1,0,2,20,5,False,True,1,0.3,0.2576,0.49,0.6119,2,60,62,0.0323,0.9677,0.8333,0.8696,0.0
1266,1,0,2,21,5,False,True,1,0.28,0.2576,0.48,0.3881,7,56,63,0.1111,0.8889,0.8333,0.913,0.0
1267,1,0,2,22,5,False,True,1,0.26,0.2121,0.48,0.4478,7,43,50,0.14,0.86,0.8333,0.9565,0.0
1268,1,0,2,23,5,False,True,1,0.26,0.2273,0.48,0.3284,2,37,39,0.0513,0.9487,0.8333,1.0,0.0
1269,1,0,2,0,6,False,False,1,0.24,0.2273,0.52,0.194,3,25,28,0.1071,0.8929,1.0,0.0,0.0
1270,1,0,2,1,6,False,False,1,0.24,0.2121,0.52,0.2985,2,25,27,0.0741,0.9259,1.0,0.0435,0.0
1271,1,0,2,2,6,False,False,1,0.22,0.197,0.6,0.3582,3,9,12,0.25,0.75,1.0,0.087,0.0
1272,1,0,2,3,6,False,False,1,0.22,0.2273,0.55,0.1343,1,7,8,0.125,0.875,1.0,0.1304,0.0
1273,1,0,2,4,6,False,False,2,0.22,0.2576,0.6,0.0896,1,1,2,0.5,0.5,1.0,0.1739,0.3333
1274,1,0,2,5,6,False,False,2,0.22,0.2424,0.64,0.1045,1,9,10,0.1,0.9,1.0,0.2174,0.3333
1275,1,0,2,6,6,False,False,1,0.22,0.2727,0.6,0.0,1,6,7,0.1429,0.8571,1.0,0.2609,0.0
1276,1,0,2,7,6,False,False,1,0.22,0.2576,0.6,0.0896,1,21,22,0.0455,0.9545,1.0,0.3043,0.0
1277,1,0,2,8,6,False,False,2,0.24,0.2879,0.6,0.0,2,55,57,0.0351,0.9649,1.0,0.3478,0.3333
1278,1,0,2,9,6,False,False,2,0.26,0.2576,0.56,0.1642,9,65,74,0.1216,0.8784,1.0,0.3913,0.3333
1279,1,0,2,10,6,False,False,2,0.3,0.303,0.49,0.1343,14,71,85,0.1647,0.8353,1.0,0.4348,0.3333
1280,1,0,2,11,6,False,False,1,0.3,0.3333,0.45,0.0,26,100,126,0.2063,0.7937,1.0,0.4783,0.0
1281,1,0,2,12,6,False,False,2,0.32,0.3182,0.45,0.1642,45,115,160,0.2812,0.7188,1.0,0.5217,0.3333
1282,1,0,2,13,6,False,False,2,0.34,0.3182,0.42,0.2537,38,136,174,0.2184,0.7816,1.0,0.5652,0.3333
1283,1,0,2,14,6,False,False,2,0.34,0.303,0.36,0.3284,57,154,211,0.2701,0.7299,1.0,0.6087,0.3333
1284,1,0,2,15,6,False,False,2,0.36,0.3333,0.4,0.2836,40,125,165,0.2424,0.7576,1.0,0.6522,0.3333
1285,1,0,2,16,6,False,False,1,0.36,0.3333,0.46,0.2836,41,130,171,0.2398,0.7602,1.0,0.6957,0.0
1286,1,0,2,17,6,False,False,1,0.36,0.3485,0.43,0.2239,53,130,183,0.2896,0.7104,1.0,0.7391,0.0
1287,1,0,2,18,6,False,False,1,0.34,0.3333,0.46,0.194,26,111,137,0.1898,0.8102,1.0,0.7826,0.0
1288,1,0,2,19,6,False,False,1,0.32,0.303,0.49,0.2537,30,64,94,0.3191,0.6809,1.0,0.8261,0.0
1289,1,0,2,20,6,False,False,1,0.3,0.303,0.56,0.1642,8,60,68,0.1176,0.8824,1.0,0.8696,0.0
1290,1,0,2,21,6,False,False,1,0.28,0.2727,0.65,0.2537,9,59,68,0.1324,0.8676,1.0,0.913,0.0
1291,1,0,2,22,6,False,False,1,0.28,0.2727,0.75,0.2239,8,38,46,0.1739,0.8261,1.0,0.9565,0.0
1292,1,0,2,23,6,False,False,1,0.28,0.2576,0.75,0.2836,5,29,34,0.1471,0.8529,1.0,1.0,0.0
1293,1,0,2,0,0,False,False,1,0.26,0.2424,0.87,0.2836,8,26,34,0.2353,0.7647,0.0,0.0,0.0
1294,1,0,2,1,0,False,False,1,0.26,0.2576,0.87,0.194,7,30,37,0.1892,0.8108,0.0,0.0435,0.0
1295,1,0,2,2,0,False,False,1,0.26,0.2727,0.87,0.1343,2,20,22,0.0909,0.9091,0.0,0.087,0.0
1296,1,0,2,3,0,False,False,1,0.26,0.2879,0.87,0.0896,3,8,11,0.2727,0.7273,0.0,0.1304,0.0
1297,1,0,2,4,0,False,False,1,0.24,0.2424,0.87,0.1343,0,2,2,0.0,1.0,0.0,0.1739,0.0
1298,1,0,2,6,0,False,False,1,0.24,0.2879,0.87,0.0,2,1,3,0.6667,0.3333,0.0,0.2609,0.0
1299,1,0,2,7,0,False,False,1,0.24,0.2424,0.87,0.1343,6,8,14,0.4286,0.5714,0.0,0.3043,0.0
1300,1,0,2,8,0,False,False,1,0.26,0.303,0.87,0.0,9,26,35,0.2571,0.7429,0.0,0.3478,0.0
1301,1,0,2,9,0,False,False,1,0.28,0.303,0.87,0.0896,17,42,59,0.2881,0.7119,0.0,0.3913,0.0
1302,1,0,2,10,0,False,False,1,0.3,0.303,0.81,0.1642,24,79,103,0.233,0.767,0.0,0.4348,0.0
1303,1,0,2,11,0,False,False,1,0.36,0.3485,0.62,0.1343,33,92,125,0.264,0.736,0.0,0.4783,0.0
1304,1,0,2,12,0,False,False,1,0.4,0.4091,0.54,0.0896,61,132,193,0.3161,0.6839,0.0,0.5217,0.0
1305,1,0,2,13,0,False,False,1,0.42,0.4242,0.47,0.0,90,169,259,0.3475,0.6525,0.0,0.5652,0.0
1306,1,0,2,14,0,False,False,1,0.44,0.4394,0.47,0.0896,105,177,282,0.3723,0.6277,0.0,0.6087,0.0
1307,1,0,2,15,0,False,False,1,0.46,0.4545,0.44,0.1343,98,163,261,0.3755,0.6245,0.0,0.6522,0.0
1308,1,0,2,16,0,False,False,1,0.48,0.4697,0.44,0.1642,98,170,268,0.3657,0.6343,0.0,0.6957,0.0
1309,1,0,2,17,0,False,False,1,0.42,0.4242,0.54,0.194,66,121,187,0.3529,0.6471,0.0,0.7391,0.0
1310,1,0,2,18,0,False,False,1,0.4,0.4091,0.54,0.194,24,103,127,0.189,0.811,0.0,0.7826,0.0
1311,1,0,2,19,0,False,False,1,0.4,0.4091,0.54,0.1343,16,86,102,0.1569,0.8431,0.0,0.8261,0.0
1312,1,0,2,20,0,False,False,1,0.4,0.4091,0.54,0.0896,9,72,81,0.1111,0.8889,0.0,0.8696,0.0
1313,1,0,2,21,0,False,False,1,0.38,0.3939,0.62,0.1642,8,61,69,0.1159,0.8841,0.0,0.913,0.0
1314,1,0,2,22,0,False,False,2,0.38,0.3939,0.62,0.1045,2,67,69,0.029,0.971,0.0,0.9565,0.3333
1315,1,0,2,23,0,False,False,2,0.36,0.3485,0.62,0.1642,6,53,59,0.1017,0.8983,0.0,1.0,0.3333
1316,1,0,2,0,1,False,True,2,0.36,0.3636,0.66,0.1045,5,25,30,0.1667,0.8333,0.1667,0.0,0.3333
1317,1,0,2,1,1,False,True,3,0.34,0.303,0.87,0.3582,1,7,8,0.125,0.875,0.1667,0.0435,0.6667
1318,1,0,2,3,1,False,True,3,0.32,0.3182,0.93,0.1642,0,1,1,0.0,1.0,0.1667,0.1304,0.6667
1319,1,0,2,5,1,False,True,2,0.34,0.3636,0.93,0.0,1,4,5,0.2,0.8,0.1667,0.2174,0.3333
1320,1,0,2,6,1,False,True,2,0.34,0.3485,0.96,0.1045,1,27,28,0.0357,0.9643,0.1667,0.2609,0.3333
1321,1,0,2,7,1,False,True,2,0.36,0.3636,0.93,0.1045,2,90,92,0.0217,0.9783,0.1667,0.3043,0.3333
1322,1,0,2,8,1,False,True,2,0.34,0.303,0.93,0.2985,13,242,255,0.051,0.949,0.1667,0.3478,0.3333
1323,1,0,2,9,1,False,True,1,0.42,0.4242,0.82,0.2836,15,127,142,0.1056,0.8944,0.1667,0.3913,0.0
1324,1,0,2,10,1,False,True,2,0.52,0.5,0.72,0.4925,13,79,92,0.1413,0.8587,0.1667,0.4348,0.3333
1325,1,0,2,11,1,False,True,2,0.56,0.5303,0.64,0.2985,13,74,87,0.1494,0.8506,0.1667,0.4783,0.3333
1326,1,0,2,12,1,False,True,2,0.56,0.5303,0.64,0.2985,0,36,36,0.0,1.0,0.1667,0.5217,0.3333
1327,1,0,2,13,1,False,True,3,0.46,0.4545,0.94,0.2239,1,31,32,0.0312,0.9688,0.1667,0.5652,0.6667
1328,1,0,2,14,1,False,True,3,0.42,0.4242,1.0,0.2985,1,24,25,0.04,0.96,0.1667,0.6087,0.6667
1329,1,0,2,15,1,False,True,3,0.42,0.4242,1.0,0.2985,0,35,35,0.0,1.0,0.1667,0.6522,0.6667
1330,1,0,2,16,1,False,True,3,0.42,0.4242,1.0,0.1343,2,40,42,0.0476,0.9524,0.1667,0.6957,0.6667
1331,1,0,2,17,1,False,True,3,0.4,0.4091,1.0,0.2985,2,77,79,0.0253,0.9747,0.1667,0.7391,0.6667
1332,1,0,2,18,1,False,True,3,0.46,0.4545,0.94,0.194,4,127,131,0.0305,0.9695,0.1667,0.7826,0.6667
1333,1,0,2,19,1,False,True,3,0.44,0.4394,0.88,0.6119,1,79,80,0.0125,0.9875,0.1667,0.8261,0.6667
1334,1,0,2,20,1,False,True,3,0.44,0.4394,0.88,0.6119,0,45,45,0.0,1.0,0.1667,0.8696,0.6667
1335,1,0,2,21,1,False,True,2,0.38,0.3939,0.87,0.3881,2,78,80,0.025,0.975,0.1667,0.913,0.3333
1336,1,0,2,22,1,False,True,3,0.34,0.303,0.93,0.4179,4,72,76,0.0526,0.9474,0.1667,0.9565,0.6667
1337,1,0,2,23,1,False,True,2,0.32,0.2879,0.81,0.3881,0,45,45,0.0,1.0,0.1667,1.0,0.3333
1338,1,0,3,0,2,False,True,1,0.3,0.2727,0.7,0.4627,0,7,7,0.0,1.0,0.3333,0.0,0.0
1339,1,0,3,1,2,False,True,1,0.26,0.2273,0.7,0.3582,0,3,3,0.0,1.0,0.3333,0.0435,0.0
1340,1,0,3,2,2,False,True,1,0.24,0.2121,0.65,0.3881,0,4,4,0.0,1.0,0.3333,0.087,0.0
1341,1,0,3,3,2,False,True,1,0.22,0.2121,0.69,0.2836,0,2,2,0.0,1.0,0.3333,0.1304,0.0
1342,1,0,3,4,2,False,True,1,0.22,0.2121,0.69,0.2537,0,1,1,0.0,1.0,0.3333,0.1739,0.0
1343,1,0,3,5,2,False,True,1,0.2,0.1818,0.64,0.2836,1,1,2,0.5,0.5,0.3333,0.2174,0.0
1344,1,0,3,6,2,False,True,1,0.2,0.1818,0.59,0.2985,0,46,46,0.0,1.0,0.3333,0.2609,0.0
1345,1,0,3,7,2,False,True,1,0.2,0.1818,0.59,0.3284,2,105,107,0.0187,0.9813,0.3333,0.3043,0.0
1346,1,0,3,8,2,False,True,1,0.2,0.1818,0.59,0.3881,10,204,214,0.0467,0.9533,0.3333,0.3478,0.0
1347,1,0,3,9,2,False,True,1,0.22,0.197,0.55,0.4179,8,116,124,0.0645,0.9355,0.3333,0.3913,0.0
1348,1,0,3,10,2,False,True,1,0.24,0.2121,0.52,0.2836,13,55,68,0.1912,0.8088,0.3333,0.4348,0.0
1349,1,0,3,11,2,False,True,1,0.28,0.2727,0.45,0.2537,8,48,56,0.1429,0.8571,0.3333,0.4783,0.0
1350,1,0,3,12,2,False,True,1,0.3,0.303,0.39,0.1343,6,80,86,0.0698,0.9302,0.3333,0.5217,0.0
1351,1,0,3,13,2,False,True,1,0.32,0.3485,0.39,0.0,13,65,78,0.1667,0.8333,0.3333,0.5652,0.0
1352,1,0,3,14,2,False,True,1,0.32,0.3333,0.36,0.1343,18,61,79,0.2278,0.7722,0.3333,0.6087,0.0
1353,1,0,3,15,2,False,True,1,0.34,0.3636,0.34,0.0,7,57,64,0.1094,0.8906,0.3333,0.6522,0.0
1354,1,0,3,16,2,False,True,1,0.34,0.3485,0.34,0.0896,10,92,102,0.098,0.902,0.3333,0.6957,0.0
1355,1,0,3,17,2,False,True,1,0.34,0.3485,0.34,0.0896,12,230,242,0.0496,0.9504,0.3333,0.7391,0.0
1356,1,0,3,18,2,False,True,1,0.32,0.3182,0.39,0.194,10,214,224,0.0446,0.9554,0.3333,0.7826,0.0
1357,1,0,3,19,2,False,True,1,0.3,0.303,0.49,0.1343,4,115,119,0.0336,0.9664,0.3333,0.8261,0.0
1358,1,0,3,20,2,False,True,1,0.3,0.3182,0.61,0.0896,2,86,88,0.0227,0.9773,0.3333,0.8696,0.0
1359,1,0,3,21,2,False,True,1,0.26,0.303,0.56,0.0,8,55,63,0.127,0.873,0.3333,0.913,0.0
1360,1,0,3,22,2,False,True,1,0.24,0.2727,0.62,0.1045,3,44,47,0.0638,0.9362,0.3333,0.9565,0.0
1361,1,0,3,23,2,False,True,1,0.24,0.2273,0.65,0.2239,2,23,25,0.08,0.92,0.3333,1.0,0.0
1362,1,0,3,0,3,False,True,1,0.22,0.2273,0.69,0.1642,3,5,8,0.375,0.625,0.5,0.0,0.0
1363,1,0,3,1,3,False,True,1,0.22,0.2273,0.69,0.194,0,4,4,0.0,1.0,0.5,0.0435,0.0
1364,1,0,3,2,3,False,True,1,0.22,0.2273,0.69,0.194,0,2,2,0.0,1.0,0.5,0.087,0.0
1365,1,0,3,3,3,False,True,1,0.22,0.2121,0.69,0.2836,3,1,4,0.75,0.25,0.5,0.1304,0.0
1366,1,0,3,4,3,False,True,1,0.2,0.2121,0.75,0.1343,1,0,1,1.0,0.0,0.5,0.1739,0.0
1367,1,0,3,5,3,False,True,1,0.22,0.2121,0.69,0.2239,0,5,5,0.0,1.0,0.5,0.2174,0.0
1368,1,0,3,6,3,False,True,1,0.22,0.2121,0.55,0.2537,1,39,40,0.025,0.975,0.5,0.2609,0.0
1369,1,0,3,7,3,False,True,1,0.22,0.2121,0.64,0.2537,2,108,110,0.0182,0.9818,0.5,0.3043,0.0
1370,1,0,3,8,3,False,True,1,0.24,0.2121,0.65,0.2836,13,243,256,0.0508,0.9492,0.5,0.3478,0.0
1371,1,0,3,9,3,False,True,1,0.28,0.2576,0.56,0.2985,7,141,148,0.0473,0.9527,0.5,0.3913,0.0
1372,1,0,3,10,3,False,True,1,0.32,0.303,0.49,0.2836,11,65,76,0.1447,0.8553,0.5,0.4348,0.0
1373,1,0,3,11,3,False,True,1,0.34,0.303,0.53,0.3284,8,65,73,0.1096,0.8904,0.5,0.4783,0.0
1374,1,0,3,12,3,False,True,1,0.4,0.4091,0.43,0.194,20,62,82,0.2439,0.7561,0.5,0.5217,0.0
1375,1,0,3,13,3,False,True,1,0.5,0.4848,0.25,0.0,35,90,125,0.28,0.72,0.5,0.5652,0.0
1376,1,0,3,14,3,False,True,1,0.52,0.5,0.23,0.2985,21,75,96,0.2188,0.7812,0.5,0.6087,0.0
1377,1,0,3,15,3,False,True,1,0.54,0.5152,0.19,0.4179,19,91,110,0.1727,0.8273,0.5,0.6522,0.0
1378,1,0,3,16,3,False,True,1,0.54,0.5152,0.19,0.3284,27,112,139,0.1942,0.8058,0.5,0.6957,0.0
1379,1,0,3,17,3,False,True,1,0.5,0.4848,0.23,0.2836,30,238,268,0.1119,0.8881,0.5,0.7391,0.0
1380,1,0,3,18,3,False,True,1,0.46,0.4545,0.23,0.4925,8,193,201,0.0398,0.9602,0.5,0.7826,0.0
1381,1,0,3,19,3,False,True,1,0.4,0.4091,0.28,0.5224,6,144,150,0.04,0.96,0.5,0.8261,0.0
1382,1,0,3,20,3,False,True,1,0.36,0.3333,0.29,0.4179,9,86,95,0.0947,0.9053,0.5,0.8696,0.0
